passengers,distance,fare,tip,tolls,total,color,payment,pickup_zone,dropoff_zone,pickup_borough,dropoff_borough
5,2.5,11.5,0.0,0.0,14.8,yellow,cash,Chinatown,DUMBO/Vinegar Hill,Manhattan,Brooklyn
1,3.23,12.0,3.95,0.0,19.75,yellow,credit card,Clinton East,Yorkville West,Manhattan,Manhattan
1,2.14,11.0,0.0,0.0,14.3,yellow,cash,East Chelsea,UN/Turtle Bay South,Manhattan,Manhattan
1,4.89,26.0,0.0,0.0,27.8,yellow,credit card,East Concourse/Concourse Village,Westchester Village/Unionport,Bronx,Bronx
2,10.0,28.5,5.95,0.0,35.75,yellow,credit card,JFK Airport,Queens Village,Queens,Queens
2,0.64,6.0,2.06,0.0,12.36,yellow,credit card,Midtown Center,UN/Turtle Bay South,Manhattan,Manhattan
1,1.35,8.0,0.0,0.0,11.3,yellow,cash,Midtown North,Clinton East,Manhattan,Manhattan
1,17.09,49.5,0.0,5.76,56.06,yellow,credit card,Boerum Hill,Soundview/Castle Hill,Brooklyn,Bronx
1,0.31,3.0,1.36,0.0,8.16,yellow,credit card,East Village,East Village,Manhattan,Manhattan
0,3.1,11.5,3.65,0.0,15.95,yellow,credit card,Hamilton Heights,Manhattan Valley,Manhattan,Manhattan
1,4.1,18.5,0.0,0.0,22.8,yellow,cash,Park Slope,East Village,Brooklyn,Manhattan
2,5.52,20.5,0.0,0.0,24.3,yellow,cash,Sutton Place/Turtle Bay North,Woodside,Manhattan,Queens
1,0.53,5.0,0.0,0.0,9.3,yellow,cash,Penn Station/Madison Sq West,Midtown South,Manhattan,Manhattan
1,3.13,12.5,2.0,0.0,17.8,yellow,credit card,Yorkville East,Kips Bay,Manhattan,Manhattan
3,1.99,8.5,0.0,0.0,12.3,yellow,cash,Midtown Center,Upper East Side North,Manhattan,Manhattan
2,4.23,18.5,0.0,0.0,22.3,yellow,cash,Park Slope,Gramercy,Brooklyn,Manhattan
1,0.34,4.0,2.08,0.0,10.38,yellow,credit card,Murray Hill,Murray Hill,Manhattan,Manhattan
1,1.24,9.0,1.0,0.0,13.3,yellow,credit card,UN/Turtle Bay South,Upper East Side South,Manhattan,Manhattan
2,1.37,7.0,1.5,0.0,12.8,yellow,credit card,Upper West Side South,Upper West Side North,Manhattan,Manhattan
1,0.9,5.5,1.76,0.0,10.56,yellow,credit card,Yorkville East,Upper East Side North,Manhattan,Manhattan
1,1.42,8.0,2.03,0.0,13.33,yellow,credit card,Kips Bay,Sutton Place/Turtle Bay North,Manhattan,Manhattan
2,4.1,17.0,1.0,0.0,21.8,yellow,credit card,West Village,Williamsburg (North Side),Manhattan,Brooklyn
1,1.6,8.0,2.45,0.0,14.75,yellow,credit card,Clinton East,Upper West Side South,Manhattan,Manhattan
1,1.76,8.5,1.5,0.0,14.3,yellow,credit card,SoHo,East Chelsea,Manhattan,Manhattan
1,2.1,10.5,1.0,0.0,14.8,yellow,credit card,Upper East Side North,Lincoln Square West,Manhattan,Manhattan
1,1.4,7.0,2.05,0.0,12.35,yellow,credit card,Midtown North,Lenox Hill West,Manhattan,Manhattan
1,0.98,6.0,0.0,0.0,9.8,yellow,cash,Upper East Side South,Sutton Place/Turtle Bay North,Manhattan,Manhattan
1,0.8,6.0,0.0,0.0,9.3,yellow,cash,Midtown East,Times Sq/Theatre District,Manhattan,Manhattan
1,1.3,8.0,2.26,0.0,13.56,yellow,credit card,UN/Turtle Bay South,Gramercy,Manhattan,Manhattan
1,3.5,18.0,0.0,0.0,22.3,yellow,cash,Midtown South,Yorkville East,Manhattan,Manhattan
1,1.17,8.5,0.0,0.0,11.8,yellow,cash,East Chelsea,Garment District,Manhattan,Manhattan
1,0.67,5.5,0.0,0.0,9.8,yellow,cash,Greenwich Village North,East Village,Manhattan,Manhattan
5,2.78,16.0,3.86,0.0,23.16,yellow,credit card,Lincoln Square West,Midtown East,Manhattan,Manhattan
2,1.3,10.0,2.85,0.0,17.15,yellow,credit card,Times Sq/Theatre District,Midtown South,Manhattan,Manhattan
1,1.7,12.5,3.35,0.0,20.15,yellow,credit card,Kips Bay,West Chelsea/Hudson Yards,Manhattan,Manhattan
5,0.93,6.5,1.0,0.0,10.8,yellow,credit card,Upper East Side North,Upper East Side North,Manhattan,Manhattan
1,0.45,4.0,1.46,0.0,8.76,yellow,credit card,Clinton East,Times Sq/Theatre District,Manhattan,Manhattan
2,0.59,5.5,0.0,0.0,8.8,yellow,credit card,Midtown Center,Murray Hill,Manhattan,Manhattan
1,7.14,23.5,5.46,0.0,32.76,yellow,credit card,Murray Hill,Boerum Hill,Manhattan,Brooklyn
3,1.6,11.0,0.0,0.0,14.3,yellow,cash,Penn Station/Madison Sq West,Times Sq/Theatre District,Manhattan,Manhattan
1,16.8,52.0,13.1,5.76,78.66,yellow,credit card,Midtown Center,JFK Airport,Manhattan,Queens
1,2.75,10.5,2.0,0.0,15.8,yellow,credit card,Clinton East,Upper East Side North,Manhattan,Manhattan
1,1.8,8.0,0.0,0.0,11.3,yellow,credit card,Lincoln Square West,Upper East Side South,Manhattan,Manhattan
6,0.27,3.5,2.04,0.0,8.84,yellow,credit card,West Village,West Village,Manhattan,Manhattan
1,2.29,9.0,0.0,0.0,12.8,yellow,cash,Midtown South,TriBeCa/Civic Center,Manhattan,Manhattan
3,2.79,10.5,4.29,0.0,18.59,yellow,credit card,Midtown East,East Village,Manhattan,Manhattan
1,1.6,8.0,2.0,0.0,14.3,yellow,credit card,Midtown Center,Lincoln Square East,Manhattan,Manhattan
1,4.8,19.5,0.0,0.0,22.8,yellow,cash,Upper East Side North,Meatpacking/West Village West,Manhattan,Manhattan
1,6.9,26.0,4.4,0.0,33.7,yellow,credit card,Morningside Heights,Murray Hill,Manhattan,Manhattan
1,0.9,8.5,2.35,0.0,14.15,yellow,credit card,Garment District,Midtown Center,Manhattan,Manhattan
1,9.6,29.5,7.0,5.76,46.06,yellow,credit card,LaGuardia Airport,Upper West Side North,Queens,Manhattan
1,0.98,8.0,1.13,0.0,12.43,yellow,credit card,Greenwich Village North,Greenwich Village South,Manhattan,Manhattan
1,1.73,12.5,1.5,0.0,17.3,yellow,credit card,West Chelsea/Hudson Yards,Midtown Center,Manhattan,Manhattan
2,0.82,5.0,0.0,0.0,8.3,yellow,cash,Hudson Sq,Little Italy/NoLiTa,Manhattan,Manhattan
1,2.68,11.5,1.53,0.0,16.83,yellow,credit card,Midtown Center,East Village,Manhattan,Manhattan
1,2.5,13.0,3.45,0.0,20.75,yellow,credit card,Midtown East,Greenwich Village North,Manhattan,Manhattan
1,2.09,9.0,3.2,0.0,16.0,yellow,credit card,Lincoln Square East,Central Park,Manhattan,Manhattan
1,1.11,6.5,2.58,0.0,12.88,yellow,credit card,East Village,Lower East Side,Manhattan,Manhattan
1,5.4,28.0,0.0,0.0,32.3,yellow,cash,TriBeCa/Civic Center,Prospect Heights,Manhattan,Brooklyn
1,3.2,12.0,3.05,0.0,18.35,yellow,credit card,Lincoln Square East,Upper West Side North,Manhattan,Manhattan
1,1.36,7.0,0.0,0.0,10.8,yellow,cash,West Chelsea/Hudson Yards,Midtown South,Manhattan,Manhattan
1,4.6,16.5,3.95,0.0,23.75,yellow,credit card,Midtown Center,Central Harlem,Manhattan,Manhattan
1,0.8,5.0,0.0,0.0,9.3,yellow,cash,Sutton Place/Turtle Bay North,UN/Turtle Bay South,Manhattan,Manhattan
1,1.91,8.5,2.46,0.0,14.76,yellow,credit card,Sutton Place/Turtle Bay North,Yorkville West,Manhattan,Manhattan
5,3.79,15.0,3.66,0.0,21.96,yellow,credit card,Lenox Hill East,East Village,Manhattan,Manhattan
1,2.3,12.5,3.15,0.0,18.95,yellow,credit card,Murray Hill,East Chelsea,Manhattan,Manhattan
5,0.5,4.5,1.76,0.0,10.56,yellow,credit card,Upper West Side South,Upper West Side South,Manhattan,Manhattan
3,1.08,7.0,0.0,0.0,10.3,yellow,credit card,East Village,Gramercy,Manhattan,Manhattan
1,0.54,6.5,0.0,0.0,9.8,yellow,cash,UN/Turtle Bay South,UN/Turtle Bay South,Manhattan,Manhattan
2,1.14,6.5,0.0,0.0,9.8,yellow,cash,Greenwich Village North,SoHo,Manhattan,Manhattan
2,5.7,24.5,5.55,0.0,33.35,yellow,credit card,Times Sq/Theatre District,Financial District North,Manhattan,Manhattan
1,0.73,5.5,1.96,0.0,11.76,yellow,credit card,Union Sq,Murray Hill,Manhattan,Manhattan
1,1.7,8.0,2.35,0.0,14.15,yellow,credit card,Greenwich Village South,World Trade Center,Manhattan,Manhattan
1,1.63,10.0,0.0,0.0,14.3,yellow,cash,Garment District,Lincoln Square East,Manhattan,Manhattan
1,1.93,10.0,0.0,0.0,13.3,yellow,cash,Upper West Side South,Central Harlem,Manhattan,Manhattan
1,4.0,17.0,4.25,0.0,25.55,yellow,credit card,Lenox Hill East,Meatpacking/West Village West,Manhattan,Manhattan
1,3.61,19.0,4.46,0.0,26.76,yellow,credit card,Battery Park City,Garment District,Manhattan,Manhattan
3,3.38,11.5,2.56,0.0,15.36,yellow,credit card,Greenpoint,Astoria,Brooklyn,Queens
1,1.6,9.5,2.65,0.0,15.95,yellow,credit card,East Village,Midtown South,Manhattan,Manhattan
5,3.14,12.5,3.26,0.0,19.56,yellow,credit card,Times Sq/Theatre District,East Village,Manhattan,Manhattan
2,1.63,7.5,2.16,0.0,12.96,yellow,credit card,UN/Turtle Bay South,Lenox Hill East,Manhattan,Manhattan
2,4.11,18.0,4.36,0.0,26.16,yellow,credit card,Lower East Side,Clinton East,Manhattan,Manhattan
1,1.55,8.0,2.36,0.0,14.16,yellow,credit card,Upper West Side North,Yorkville West,Manhattan,Manhattan
1,5.74,27.0,9.09,0.0,39.39,yellow,credit card,Union Sq,Bedford,Manhattan,Brooklyn
2,4.4,23.0,0.0,0.0,26.3,yellow,cash,Penn Station/Madison Sq West,East Harlem South,Manhattan,Manhattan
2,2.72,13.5,2.86,0.0,17.16,yellow,credit card,LaGuardia Airport,Old Astoria,Queens,Queens
5,5.6,22.0,0.0,0.0,23.8,yellow,cash,East Harlem South,Highbridge,Manhattan,Bronx
1,4.6,15.5,0.0,0.0,19.3,yellow,cash,Lower East Side,Cobble Hill,Manhattan,Brooklyn
1,5.85,21.0,4.96,0.0,29.76,yellow,credit card,West Village,Crown Heights North,Manhattan,Brooklyn
2,1.05,5.0,2.0,0.0,11.3,yellow,credit card,Manhattan Valley,Upper West Side South,Manhattan,Manhattan
1,3.22,16.5,0.0,0.0,20.8,yellow,cash,Yorkville West,Gramercy,Manhattan,Manhattan
2,3.52,13.0,0.0,0.0,16.8,yellow,cash,Lenox Hill West,Sunnyside,Manhattan,Queens
1,0.6,5.0,0.0,0.0,8.3,yellow,cash,Upper East Side South,Upper East Side North,Manhattan,Manhattan
1,1.99,12.0,3.06,0.0,18.36,yellow,credit card,Murray Hill,Lenox Hill West,Manhattan,Manhattan
1,10.5,32.0,8.4,5.76,50.46,yellow,credit card,LaGuardia Airport,Murray Hill,Queens,Manhattan
2,1.97,10.5,0.0,0.0,13.8,yellow,cash,Upper East Side South,East Harlem South,Manhattan,Manhattan
1,2.11,21.5,4.96,0.0,29.76,yellow,credit card,West Chelsea/Hudson Yards,TriBeCa/Civic Center,Manhattan,Manhattan
1,2.34,10.0,3.45,0.0,17.25,yellow,credit card,Midtown Center,Greenwich Village North,Manhattan,Manhattan
1,0.4,4.0,1.46,0.0,8.76,yellow,credit card,Upper West Side South,Upper West Side North,Manhattan,Manhattan
2,0.85,5.5,0.0,0.0,9.3,yellow,cash,East Village,Flatiron,Manhattan,Manhattan
1,1.46,7.0,1.0,0.0,11.8,yellow,credit card,Union Sq,Times Sq/Theatre District,Manhattan,Manhattan
5,3.79,14.0,3.06,0.0,18.36,yellow,credit card,Williamsburg (North Side),Crown Heights North,Brooklyn,Brooklyn
1,1.1,11.0,2.85,0.0,17.15,yellow,credit card,Midtown Center,Clinton East,Manhattan,Manhattan
1,1.76,9.5,2.66,0.0,15.96,yellow,credit card,Union Sq,East Village,Manhattan,Manhattan
2,2.4,11.5,3.05,0.0,18.35,yellow,credit card,SoHo,Union Sq,Manhattan,Manhattan
1,6.57,22.0,5.16,0.0,30.96,yellow,credit card,Midtown South,Downtown Brooklyn/MetroTech,Manhattan,Brooklyn
1,9.95,29.0,6.56,0.0,39.36,yellow,credit card,East Village,Hamilton Heights,Manhattan,Manhattan
1,0.13,4.5,0.0,0.0,5.8,yellow,cash,Boerum Hill,Downtown Brooklyn/MetroTech,Brooklyn,Brooklyn
1,1.49,8.0,2.46,0.0,14.76,yellow,credit card,Upper West Side North,Morningside Heights,Manhattan,Manhattan
1,0.42,3.5,0.0,0.0,6.8,yellow,credit card,Midtown Center,Midtown South,Manhattan,Manhattan
1,8.3,31.5,8.7,0.0,43.5,yellow,credit card,Central Park,Stuyvesant Heights,Manhattan,Brooklyn
2,1.4,7.5,1.0,0.0,12.3,yellow,credit card,Garment District,Flatiron,Manhattan,Manhattan
1,1.43,7.5,2.16,0.0,12.96,yellow,credit card,Upper West Side South,Midtown North,Manhattan,Manhattan
1,3.09,15.0,4.58,0.0,22.88,yellow,credit card,Midtown South,Lincoln Square East,Manhattan,Manhattan
1,0.4,4.5,0.0,0.0,8.8,yellow,cash,Gramercy,Union Sq,Manhattan,Manhattan
1,0.94,5.5,2.2,0.0,11.0,yellow,credit card,Greenwich Village South,West Village,Manhattan,Manhattan
1,3.54,12.0,3.16,0.0,18.96,yellow,credit card,Central Park,East Harlem North,Manhattan,Manhattan
1,1.39,7.5,1.66,0.0,9.96,yellow,credit card,Manhattan Valley,East Harlem South,Manhattan,Manhattan
1,0.6,5.0,1.75,0.0,10.55,yellow,credit card,Penn Station/Madison Sq West,East Chelsea,Manhattan,Manhattan
5,0.81,6.5,2.7,0.0,13.5,yellow,credit card,Two Bridges/Seward Park,Little Italy/NoLiTa,Manhattan,Manhattan
1,0.81,8.5,2.46,0.0,14.76,yellow,credit card,Lower East Side,Two Bridges/Seward Park,Manhattan,Manhattan
2,1.3,9.0,3.05,0.0,15.35,yellow,credit card,Clinton East,Lenox Hill West,Manhattan,Manhattan
1,0.98,6.5,1.0,0.0,11.3,yellow,credit card,Little Italy/NoLiTa,Lower East Side,Manhattan,Manhattan
1,0.66,4.5,1.66,0.0,9.96,yellow,credit card,Hudson Sq,Little Italy/NoLiTa,Manhattan,Manhattan
1,4.04,16.5,3.0,0.0,22.8,yellow,credit card,Morningside Heights,Clinton East,Manhattan,Manhattan
2,1.43,8.0,0.0,0.0,11.8,yellow,cash,Garment District,Clinton East,Manhattan,Manhattan
1,1.4,8.5,2.95,0.0,14.75,yellow,credit card,West Chelsea/Hudson Yards,Times Sq/Theatre District,Manhattan,Manhattan
5,1.3,6.5,2.58,0.0,12.88,yellow,credit card,Upper East Side South,Upper East Side North,Manhattan,Manhattan
1,0.89,5.5,0.0,0.0,9.3,yellow,cash,Upper East Side North,Upper East Side North,Manhattan,Manhattan
1,1.14,6.0,0.0,0.0,9.3,yellow,cash,Times Sq/Theatre District,West Chelsea/Hudson Yards,Manhattan,Manhattan
1,7.06,39.0,4.0,0.0,46.3,yellow,credit card,Williamsburg (South Side),Clinton West,Brooklyn,Manhattan
1,2.5,10.0,0.0,0.0,10.8,yellow,cash,JFK Airport,Baisley Park,Queens,Queens
1,2.2,14.5,2.2,0.0,20.0,yellow,credit card,Lincoln Square East,Upper East Side North,Manhattan,Manhattan
1,0.9,6.0,0.0,0.0,9.3,yellow,cash,Gramercy,Midtown South,Manhattan,Manhattan
5,1.31,8.0,0.0,0.0,11.3,yellow,cash,Garment District,UN/Turtle Bay South,Manhattan,Manhattan
1,5.77,29.5,2.0,0.0,34.8,yellow,credit card,Penn Station/Madison Sq West,Astoria,Manhattan,Queens
1,1.14,9.0,2.46,0.0,14.76,yellow,credit card,Midtown Center,East Chelsea,Manhattan,Manhattan
1,2.8,10.0,2.75,0.0,16.55,yellow,credit card,Midtown Center,Yorkville East,Manhattan,Manhattan
1,4.6,15.0,0.0,0.0,19.3,yellow,cash,Upper West Side South,Washington Heights South,Manhattan,Manhattan
1,3.5,13.5,5.0,0.0,21.8,yellow,credit card,Upper West Side North,Lenox Hill West,Manhattan,Manhattan
1,2.45,12.5,0.0,0.0,15.8,yellow,cash,Greenwich Village South,Murray Hill,Manhattan,Manhattan
1,1.27,7.5,2.26,0.0,13.56,yellow,credit card,Midtown Center,Garment District,Manhattan,Manhattan
1,2.23,16.5,0.0,0.0,19.8,yellow,cash,Greenwich Village South,Murray Hill,Manhattan,Manhattan
1,0.5,5.5,0.0,0.0,9.3,yellow,cash,Clinton East,Times Sq/Theatre District,Manhattan,Manhattan
1,1.41,9.5,0.0,0.0,12.8,yellow,cash,Murray Hill,Clinton East,Manhattan,Manhattan
3,0.77,4.5,0.0,0.0,7.8,yellow,cash,East Harlem South,Upper East Side North,Manhattan,Manhattan
1,0.74,8.5,0.0,0.0,11.8,yellow,cash,Murray Hill,UN/Turtle Bay South,Manhattan,Manhattan
1,2.84,14.0,5.19,0.0,22.49,yellow,credit card,Upper West Side South,Garment District,Manhattan,Manhattan
1,3.16,13.0,5.04,0.0,21.84,yellow,credit card,Yorkville East,Lincoln Square East,Manhattan,Manhattan
1,0.9,7.5,1.0,0.0,11.8,yellow,credit card,Upper West Side South,Lincoln Square East,Manhattan,Manhattan
1,1.04,6.0,1.5,0.0,10.8,yellow,credit card,Yorkville West,Upper East Side South,Manhattan,Manhattan
1,2.47,12.0,3.06,0.0,18.36,yellow,credit card,Midtown North,Yorkville East,Manhattan,Manhattan
6,0.66,5.5,1.2,0.0,11.0,yellow,credit card,Midtown East,Midtown East,Manhattan,Manhattan
1,1.8,8.0,2.36,0.0,14.16,yellow,credit card,Upper West Side South,Morningside Heights,Manhattan,Manhattan
2,8.1,27.0,0.0,0.0,30.8,yellow,cash,West Village,Manhattanville,Manhattan,Manhattan
1,0.9,6.5,2.15,0.0,12.95,yellow,credit card,Lincoln Square East,Upper West Side South,Manhattan,Manhattan
0,1.5,8.0,2.35,0.0,14.15,yellow,credit card,Meatpacking/West Village West,TriBeCa/Civic Center,Manhattan,Manhattan
1,1.3,8.0,2.25,0.0,13.55,yellow,credit card,Upper West Side North,Lincoln Square East,Manhattan,Manhattan
1,1.23,8.5,2.46,0.0,14.76,yellow,credit card,Midtown Center,UN/Turtle Bay South,Manhattan,Manhattan
2,0.7,5.5,1.75,0.0,10.55,yellow,credit card,Gramercy,Stuy Town/Peter Cooper Village,Manhattan,Manhattan
1,0.4,3.5,0.0,0.0,6.8,yellow,cash,Lincoln Square East,Lincoln Square East,Manhattan,Manhattan
1,1.6,14.5,0.0,0.0,17.8,yellow,credit card,Midtown East,Garment District,Manhattan,Manhattan
1,1.2,6.5,2.55,0.0,12.85,yellow,credit card,Greenwich Village North,Hudson Sq,Manhattan,Manhattan
1,0.8,6.0,0.0,0.0,6.8,yellow,cash,East Harlem South,East Harlem North,Manhattan,Manhattan
2,4.17,19.5,4.56,0.0,27.36,yellow,credit card,Kips Bay,Lincoln Square West,Manhattan,Manhattan
1,0.8,5.0,1.25,0.0,9.55,yellow,credit card,Kips Bay,Gramercy,Manhattan,Manhattan
1,1.52,8.0,0.0,0.0,12.3,yellow,credit card,World Trade Center,TriBeCa/Civic Center,Manhattan,Manhattan
4,11.25,35.5,7.26,0.0,43.56,yellow,credit card,LaGuardia Airport,Boerum Hill,Queens,Brooklyn
0,2.4,10.5,2.0,0.0,16.3,yellow,credit card,Lincoln Square East,Upper East Side North,Manhattan,Manhattan
1,1.9,11.5,2.22,0.0,17.02,yellow,credit card,Upper West Side North,Midtown North,Manhattan,Manhattan
1,1.87,9.5,1.0,0.0,13.8,yellow,credit card,Lenox Hill West,Murray Hill,Manhattan,Manhattan
0,0.8,7.5,1.77,0.0,13.57,yellow,credit card,Upper East Side South,Lenox Hill West,Manhattan,Manhattan
1,1.79,13.0,3.26,0.0,19.56,yellow,credit card,Gramercy,Hudson Sq,Manhattan,Manhattan
1,24.2,67.5,0.0,8.4,76.7,yellow,cash,JFK Airport,Riverdale/North Riverdale/Fieldston,Queens,Bronx
4,0.5,9.5,2.55,0.0,15.35,yellow,credit card,Midtown Center,Midtown Center,Manhattan,Manhattan
2,1.23,7.5,0.0,0.0,11.8,yellow,cash,Penn Station/Madison Sq West,Midtown Center,Manhattan,Manhattan
1,2.1,11.0,3.05,0.0,18.35,yellow,credit card,Midtown East,East Village,Manhattan,Manhattan
1,7.41,26.0,5.46,0.0,32.76,yellow,credit card,Greenpoint,Crown Heights North,Brooklyn,Brooklyn
1,3.0,14.5,3.75,0.0,22.55,yellow,credit card,Penn Station/Madison Sq West,Lenox Hill East,Manhattan,Manhattan
1,0.7,4.5,0.0,0.0,8.3,yellow,cash,Times Sq/Theatre District,Clinton East,Manhattan,Manhattan
1,2.2,10.5,2.86,0.0,17.16,yellow,credit card,Midtown North,West Chelsea/Hudson Yards,Manhattan,Manhattan
5,1.59,8.5,3.08,0.0,15.38,yellow,credit card,Little Italy/NoLiTa,West Village,Manhattan,Manhattan
1,0.6,5.0,2.6,0.0,11.4,yellow,credit card,Clinton East,Clinton West,Manhattan,Manhattan
1,0.48,5.0,1.4,0.0,10.7,yellow,credit card,Murray Hill,Midtown South,Manhattan,Manhattan
3,1.49,8.5,2.46,0.0,14.76,yellow,credit card,Union Sq,Lower East Side,Manhattan,Manhattan
1,1.61,8.0,2.0,0.0,13.8,yellow,credit card,Lenox Hill West,Midtown East,Manhattan,Manhattan
2,0.7,5.5,0.0,0.0,8.8,yellow,cash,Midtown East,Garment District,Manhattan,Manhattan
1,0.5,4.0,1.45,0.0,8.75,yellow,credit card,Upper West Side South,Lincoln Square East,Manhattan,Manhattan
1,0.8,9.0,1.5,0.0,13.8,yellow,credit card,Midtown North,Midtown East,Manhattan,Manhattan
1,1.6,10.0,2.5,0.0,16.3,yellow,credit card,Lincoln Square East,Clinton East,Manhattan,Manhattan
1,2.49,10.5,0.0,0.0,14.8,yellow,cash,East Harlem North,Yorkville East,Manhattan,Manhattan
4,2.03,12.0,3.06,0.0,18.36,yellow,credit card,Midtown East,Midtown South,Manhattan,Manhattan
1,1.09,8.5,2.36,0.0,14.16,yellow,credit card,Garment District,West Chelsea/Hudson Yards,Manhattan,Manhattan
3,1.62,14.5,0.0,0.0,18.8,yellow,cash,Midtown North,Clinton East,Manhattan,Manhattan
0,2.4,11.0,2.85,0.0,17.15,yellow,credit card,Upper East Side South,Garment District,Manhattan,Manhattan
1,18.2,52.0,0.0,5.76,61.06,yellow,cash,JFK Airport,East Village,Queens,Manhattan
1,1.4,7.5,2.15,0.0,12.95,yellow,credit card,Penn Station/Madison Sq West,Midtown Center,Manhattan,Manhattan
2,2.11,11.0,2.3,0.0,17.6,yellow,credit card,Murray Hill,Lenox Hill West,Manhattan,Manhattan
1,0.58,4.0,1.46,0.0,8.76,yellow,credit card,Yorkville East,Lenox Hill East,Manhattan,Manhattan
1,0.68,4.5,1.56,0.0,9.36,yellow,credit card,Midtown South,Midtown Center,Manhattan,Manhattan
1,1.6,7.0,1.24,0.0,11.54,yellow,credit card,Garment District,Midtown Center,Manhattan,Manhattan
1,1.9,9.0,2.66,0.0,15.96,yellow,credit card,Upper West Side North,Upper East Side South,Manhattan,Manhattan
1,0.92,7.0,0.0,0.0,11.3,yellow,cash,Midtown South,Times Sq/Theatre District,Manhattan,Manhattan
1,3.5,17.0,4.05,0.0,24.35,yellow,credit card,SoHo,Midtown East,Manhattan,Manhattan
6,10.06,35.0,0.0,0.0,38.3,yellow,cash,Midtown Center,Park Slope,Manhattan,Brooklyn
2,12.39,35.0,0.0,0.0,35.8,yellow,cash,LaGuardia Airport,JFK Airport,Queens,Queens
1,3.8,14.0,3.55,0.0,21.35,yellow,credit card,East Harlem South,Clinton East,Manhattan,Manhattan
6,4.38,15.0,3.76,0.0,22.56,yellow,credit card,Midtown North,Old Astoria,Manhattan,Queens
1,1.45,6.0,1.0,0.0,10.8,yellow,credit card,Sutton Place/Turtle Bay North,Lenox Hill West,Manhattan,Manhattan
2,0.67,5.5,1.0,0.0,9.8,yellow,credit card,Upper East Side South,Midtown Center,Manhattan,Manhattan
5,2.68,10.0,2.14,0.0,16.44,yellow,credit card,Midtown East,East Harlem South,Manhattan,Manhattan
2,1.59,10.5,2.76,0.0,16.56,yellow,credit card,Greenwich Village South,Midtown South,Manhattan,Manhattan
1,0.45,3.5,0.0,0.0,7.3,yellow,cash,Murray Hill,Murray Hill,Manhattan,Manhattan
2,2.84,13.0,0.0,0.0,17.3,yellow,cash,Upper East Side South,East Village,Manhattan,Manhattan
1,0.96,6.0,1.86,0.0,11.16,yellow,credit card,Yorkville West,Upper East Side North,Manhattan,Manhattan
1,2.33,11.5,4.44,0.0,19.24,yellow,credit card,West Chelsea/Hudson Yards,Lincoln Square East,Manhattan,Manhattan
1,3.31,13.5,3.0,0.0,20.3,yellow,credit card,Penn Station/Madison Sq West,Upper East Side North,Manhattan,Manhattan
2,1.19,7.5,2.7,0.0,13.5,yellow,credit card,Upper East Side North,Upper East Side South,Manhattan,Manhattan
1,2.8,11.0,2.85,0.0,17.15,yellow,credit card,Garment District,Upper West Side South,Manhattan,Manhattan
1,2.7,13.0,2.0,0.0,18.3,yellow,credit card,Yorkville West,Midtown South,Manhattan,Manhattan
1,1.57,9.0,2.46,0.0,14.76,yellow,credit card,Gramercy,Midtown Center,Manhattan,Manhattan
1,0.7,6.0,1.0,0.0,10.3,yellow,credit card,Upper West Side South,Lincoln Square East,Manhattan,Manhattan
1,3.5,14.0,0.0,0.0,17.3,yellow,cash,East Chelsea,Upper West Side North,Manhattan,Manhattan
1,1.71,8.0,2.95,0.0,14.75,yellow,credit card,Midtown North,Upper West Side North,Manhattan,Manhattan
1,3.1,14.0,3.0,0.0,20.3,yellow,credit card,Midtown Center,Upper West Side North,Manhattan,Manhattan
1,0.85,7.5,2.26,0.0,13.56,yellow,credit card,Gramercy,Murray Hill,Manhattan,Manhattan
0,0.6,5.5,1.96,0.0,11.76,yellow,credit card,Upper East Side North,Yorkville East,Manhattan,Manhattan
5,2.4,11.5,3.06,0.0,18.36,yellow,credit card,Midtown Center,Yorkville East,Manhattan,Manhattan
1,1.98,9.5,2.76,0.0,16.56,yellow,credit card,Battery Park City,West Village,Manhattan,Manhattan
1,1.0,7.5,0.0,0.0,11.3,yellow,cash,Clinton East,Midtown Center,Manhattan,Manhattan
2,2.55,13.5,0.0,0.0,16.8,yellow,cash,Lincoln Square West,East Harlem South,Manhattan,Manhattan
1,0.6,7.0,2.05,0.0,12.35,yellow,credit card,Union Sq,Kips Bay,Manhattan,Manhattan
2,3.2,14.0,0.0,0.0,17.8,yellow,cash,Clinton East,Lenox Hill East,Manhattan,Manhattan
1,4.1,17.0,6.39,0.0,27.69,yellow,credit card,Upper East Side North,Central Harlem North,Manhattan,Manhattan
2,2.5,16.5,1.0,0.0,20.8,yellow,credit card,Clinton East,Greenwich Village South,Manhattan,Manhattan
1,3.5,14.0,0.0,0.0,17.8,yellow,credit card,Penn Station/Madison Sq West,Lower East Side,Manhattan,Manhattan
1,1.23,15.0,3.66,0.0,21.96,yellow,credit card,Midtown East,East Chelsea,Manhattan,Manhattan
1,1.97,8.0,0.0,0.0,11.8,yellow,cash,Midtown South,Sutton Place/Turtle Bay North,Manhattan,Manhattan
2,1.41,7.5,2.26,0.0,13.56,yellow,credit card,Alphabet City,Kips Bay,Manhattan,Manhattan
5,0.46,4.0,1.06,0.0,6.36,yellow,credit card,Astoria,Queensbridge/Ravenswood,Queens,Queens
2,20.17,52.0,15.26,5.76,76.32,yellow,credit card,Lenox Hill East,JFK Airport,Manhattan,Queens
